,job_id,benefits,bid,campaign_budget,campaign_id,city_name,company_logo,company_name,description,feed_id,lat,lon,major_category,minor_category,pay_currentcy,pay_from,pay_option,pay_to,pay_type,postal_code,requirements,state,status,title,work_schedule
539,96,"['Paid time off (PTO) such as sick day and vacation days', 'Life insurance']",0,,5,Staten Island,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,123,,40.5991,-74.1657,Capital Markets,Trader,,,,,,10314,"['Javascript', 'C#']",New York,1,123,Part Time
540,492,"['Life insurance', 'More pay', 'SOS', 'Nha']",0,,55,Staten Island,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,Desc,,40.5991,-74.1657,Education / Higher Education,Teacher - Preschool,,2000.0,2.0,,1.0,10314,"['Javascript', 'C#', 'Php', 'aa', 'bb']",New York,1,Job 1136_update_v2,Full Time
541,1829,"['Health insurance', 'Life insurance']",0,,222,Rosharon,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,"excellent communicator, great at number and analytical skills",,29.3814,-95.4622,Finance,Financial Advisor,,2000.0,2.0,,1.0,77583,['mySql'],Texas,1,Data Analyst,FULL_TIME
542,877,['Life insurance'],0,,12,Walnut Creek,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,Description,,37.8891,-122.038,Construction / Facilities,Line Worker,,2000.0,0.0,,1.0,94596,['C#'],California,2,Job1341,Part Time
543,356,['Retirement benefit or accounts'],0,,59,Corona,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_33_1658591981306.jpg,managedclient23,Desc,,40.7496,-73.8526,Capital Markets,Trader,,2000.0,0.0,,1.0,11368,['mySql'],New York,2,Job 1130,Part Time
544,460,"['Life insurance', 'SOS', 'Nha']",0,,55,Brooklyn,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,Desc,,40.6008,-73.944,Education / Higher Education,Teacher - Preschool,,2000.0,0.0,,1.0,11229,"['Javascript', 'C#', 'aa', 'bb']",New York,1,Job 1136,Full Time
545,659,"['Health insurance', 'Paid time off (PTO) such as sick day and vacation days']",0,,48,Jackson,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_33_1658591981306.jpg,managedclient23,letheanh test question desc,,40.1048,-74.3499,Construction / Facilities,Building Inspection,,12345.0,0.0,,1.0,8527,"['mySql', 'Sleep']",New Jersey,1,letheanh test question,Full Time
546,964,"['Flexible and remote working options', 'Retirement benefit or accounts', 'Employee assistance programs(mental and emotional wellbing)']",0,,57,Antioch,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_33_1658591981306.jpg,managedclient23,FE,,36.0471,-86.6324,Construction / Facilities,Foreman,,1000.0,0.0,,1.0,37013,"['Javascript', 'Sleep']",Tennessee,2,FE 001,Full Time
547,69,['Paid time off (PTO) such as sick day and vacation days'],0,,1,Hawthorne,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,123123,,33.9144,-118.349,Capital Markets,Trader,,,,,,90250,['Javascript'],California,5,123,Full Time
548,2030,"['Health insurance', 'Flexible and remote working options']",0,,9,Ozone Park,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,ADesc,,40.6764,-73.8444,Education / Higher Education,Enrollment / General,,1000.0,4.0,,1.0,11417,['C#'],New York,1,Job 1446,PART_TIME
549,473,"['Life insurance', 'SOS', 'Nha']",0,,55,Brooklyn,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,Desc,,40.6221,-73.9651,Education / Higher Education,Teacher - Preschool,,2000.0,0.0,,1.0,11230,"['Javascript', 'C#', 'aa', 'bb']",New York,1,Job 1136,Full Time
550,229,"['Paid time off (PTO) such as sick day and vacation days', 'Employee assistance programs(mental and emotional wellbing)']",0,,10,Hawthorne,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,Desc,,33.9144,-118.349,Capital Markets,Trader,,2000.0,0.0,,1.0,90250,"['mySql', 'C#']",California,2,Job 309,Full Time
551,1968,['Employee assistance programs(mental and emotional wellbing)'],0,,1,Jamaica,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,test,,40.7014,-73.8097,Education / Higher Education,Teaching Assistant,,3303.0,2.0,,1.0,11435,['Javascript'],New York,1,hackerr,FULL_TIME
552,336,"['Health insurance', 'Flexible and remote working options', 'Paid time off (PTO) such as sick day and vacation days']",1,,15,New Braunfels,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,Desc,7f0b19c04a7d1bdd212cd446ea37a6f1e3ecaa4f,29.6977,-98.0702,Capital Markets,Trader,,2000.0,0.0,,1.0,78130,"['Javascript', 'C#']",Texas,2,Job 1128,Full Time
553,1164,"['Life insurance', 'Health insurance']",0,,63,Paramount,,Gotoro 6,Desc,,33.8974,-118.165,Education / Higher Education,Teacher - Preschool,,2000.0,2.0,,1.0,90723,['mySql'],California,1,Job2252187,Part Time
554,1861,['Life insurance'],0,,223,Dallas,,FPT - managed," Class A truck driver jobs in our regional divisions give drivers the opportunity to stay closer to home while still earning high miles. Depending on the division you choose, you can expect to average between 2,100 to 2,400 miles per week and be home weekly!<br> <br>We know you drive for a living, and we are here to support you every mile along the way Debt-free Heartland Express gives you the stability to build or continue your successful CDL-A regional truck driving career.<br> <br><strong>>>20 Years of Driving Experience Recognized and Rewarded - More Experience Earns More!</strong><br><br><strong>Heartland Express Advantages for CDL-A Regional Truck Drivers:</strong><br> <ul><li>Earnings between $67,000--$94,000 depending on location</li><li>Weekly Home Time</li><li>Scheduled Wage Increases for up to 20 Yearsâ€™ Experience</li><li>$500 Bonus after second load is delivered</li><li>Driver Pay Protection Program for things beyond your control</li><li>Multiple Bonus Opportunities</li><li>$3,000 Referral Bonus</li><li>Dry Van Freight -- No Touch, Drop and Hook</li><li>48 State Operating Area</li></ul> <br><strong>Additional Benefits:</strong><br> <ul><li>Paid Orientation/Training</li><li>Up to $2,000 401(k) Match Available</li><li>Paid Vacation</li><li>Health, dental, vision and life insurance</li><li>Latest Kenworth, Freightliner and International Tractors</li><li>Newly Updated and Remodeled Coast-to-Coast Terminal Facilities<ul><li>Free Showers</li><li>Free Laundry</li><li>TV, Food and much more</li></ul></li></ul> <br><strong>Qualifications:</strong><br> <ul><li>Class A CDL</li><li>6 months of tractor-trailer driving experience within the last year (training available)</li><li>21 Years of Age</li><li>Safety First Attitude, With a Proven Driving Record</li></ul> ",,41.3494,-75.9833,Emergency Services / Enforcement,Fire Inspectors / Investigators,,10000.0,2.0,,1.0,18612,"['bb', 'Php']",Pennsylvania,2, COO ,PART_TIME
555,244,"['Paid time off (PTO) such as sick day and vacation days', 'Flexible and remote working options', 'Life insurance', 'Retirement benefit or accounts']",0,,9,Frisco,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,We are currently seeking a new Frontend Developer to join our expanding team.,,33.1553,-96.7727,Capital Markets,Trader,,2000.0,0.0,,1.0,75035,"['Javascript', 'C#', 'mySql']",Texas,2,PHP 1,Full Time
556,365,['Retirement benefit or accounts'],0,,59,Mckinney,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_33_1658591981306.jpg,managedclient23,Desc,,33.1731,-96.6977,Capital Markets,Trader,,2000.0,0.0,,1.0,75070,['mySql'],Texas,2,Job 1130,Part Time
557,539,"['Paid time off (PTO) such as sick day and vacation days', 'SQL']",0,,54,Winchester,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_33_1658591981306.jpg,managedclient23,Desc,,33.6437,-117.076,Education / Higher Education,Enrollment / General,,1000.0,0.0,,1.0,92596,"['Javascript', 'VueJs']",California,1,Job 1258,Part Time
558,410,"['Health insurance', 'Paid time off (PTO) such as sick day and vacation days']",0,,57,El Paso,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_33_1658591981306.jpg,managedclient23,Desc,,31.7762,-106.298,Capital Markets,Trader,,2000.0,0.0,,1.0,79936,['Javascript'],Texas,2,Job 935,Part Time
559,209,"['Life insurance', 'Flexible and remote working options']",0,,4,Katy,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,Desc,,29.747,-95.8217,Capital Markets,Trader,,1000.0,0.0,,1.0,77492,['Javascript'],Texas,2,Job 1141,Full Time
560,1459,"['Retirement benefit or accounts', 'PHP']",0,,12,Walnut Creek,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,Desc,,37.872,-122.069,Construction / Facilities,Demolitions,,1000.0,0.0,,1.0,94595,"['C#', 'aa']",California,2,Job 1518,PART_TIME
561,1070,"['Employee assistance programs(mental and emotional wellbing)', 'Paid time off (PTO) such as sick day and vacation days', 'Flexible and remote working options']",0,,48,Bayonne,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_33_1658591981306.jpg,managedclient23,"Develop Apex (classes and triggers), Lightning Components, and Visualforce to extend Salesforce in order to support business requirements,",,40.6646,-74.1087,Construction / Facilities,Foreman,,1000.0,0.0,,1.0,7002,['Javascript'],New Jersey,1,Junior Salesforce Developer (JavaScript),Full Time
562,810,['Health insurance'],0,,15,Norwalk,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,Description,,33.9068,-118.083,Construction / Facilities,Line Worker,,2000.0,0.0,,1.0,90650,['Sleep'],California,1,Job 1030,Part Time
563,1938,"['Flexible and remote working options', 'Retirement benefit or accounts']",0,,1,Los Alamitos,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,dessc,,33.8022,-118.069,Capital Markets,Trader,,600.0,0.0,,1.0,90721,"['Php', 'bb']",California,1,crypto digger,FULL_TIME
564,1841,"['PHP', 'Employee assistance programs(mental and emotional wellbing)']",0,,1,Los Angeles,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,tho xay ,,33.967,-118.172,Construction / Facilities,Demolitions,,22222.0,0.0,,1.0,90096,"['Javascript', 'mySql']",California,1,tho xay,FULL_TIME
565,1926,"['Flexible and remote working options', 'Retirement benefit or accounts']",0,,1,Paramount,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,dessc,,33.8974,-118.165,Capital Markets,Trader,,600.0,0.0,,1.0,90723,"['Php', 'bb']",California,1,crypto digger,FULL_TIME
566,112,['Flexible and remote working options'],0,,4,Lithonia,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,Desc,,33.7376,-84.1062,Capital Markets,Trader,,,,,,30058,['Javascript'],Georgia,1,Job1,Contract
567,437,"['Flexible and remote working options', 'Retirement benefit or accounts']",0,,5,Lakewood,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,desc,,40.0765,-74.2032,Construction / Facilities,Finish Carpenter,,2000.0,0.0,,1.0,8701,"['Javascript', 'C#']",New Jersey,1,Job 338,Part Time
568,233,"['Paid time off (PTO) such as sick day and vacation days', 'Employee assistance programs(mental and emotional wellbing)']",0,,10,Compton,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,Desc,,33.9124,-118.237,Capital Markets,Trader,,2000.0,0.0,,1.0,90222,"['mySql', 'C#']",California,2,Job 309,Full Time
569,1279,['Life insurance'],0,,70,Bayonne,,FPT - managed,adasd,,40.6646,-74.1087,Construction / Facilities,Highway Maintenance,,123.0,2.0,,1.0,7002,['C#'],New Jersey,1,Who your daddy,Full Time
570,663,"['Health insurance', 'Paid time off (PTO) such as sick day and vacation days']",0,,48,Neptune,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_33_1658591981306.jpg,managedclient23,letheanh test question desc,,40.2149,-74.0786,Construction / Facilities,Building Inspection,,12345.0,0.0,,1.0,7753,"['mySql', 'Sleep']",New Jersey,1,letheanh test question,Full Time
571,459,"['Life insurance', 'SOS', 'Nha', 'More pay']",0,,55,Staten Island,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,Desc,,40.5991,-74.1657,Education / Higher Education,Teacher - Preschool,,2000.0,2.0,,1.0,10314,"['Javascript', 'C#', 'aa', 'bb', 'Php']",New York,1,Job 1136_update_v2,Full Time
572,217,"['Employee assistance programs(mental and emotional wellbing)', 'Paid time off (PTO) such as sick day and vacation days', 'Life insurance']",0,,7,Duluth,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,Desc,,33.9775,-84.1487,Capital Markets,Trader,,2000.0,0.0,,1.0,30095,"['C#', 'Javascript']",Georgia,2,Job 118,Full Time
573,726,['Paid time off (PTO) such as sick day and vacation days'],0,,54,Barker,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_33_1658591981306.jpg,managedclient23,Desc,,29.7706,-95.7023,Construction / Facilities,Demolitions,,1000.0,0.0,,1.0,77413,"['aa', 'C#', 'Sleep']",Texas,1,Job 0037,Part Time
574,525,"['Retirement benefit or accounts', 'Flexible and remote working options', 'Salary']",0,,101,Huntington Park,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,Desc,,33.977,-118.217,Emergency Services / Enforcement,Parking Enforcement,,2000.0,0.0,,1.0,90255,"['Javascript', 'Php', 'Laravel']",California,1,Job 1227,Part Time
575,2047,['Life insurance'],0,,221,Hacienda Heights,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,Decsc,,33.9993,-117.973,Emergency Services / Enforcement,Parking Enforcement,,1000.0,2.0,,1.0,91745,['Sleep'],California,1,Job1700,PART_TIME
576,236,"['Life insurance', 'Paid time off (PTO) such as sick day and vacation days', 'Retirement benefit or accounts']",0,,11,Ridgewood,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,Desc,,40.701,-73.8901,Capital Markets,Trader,,2000.0,0.0,,1.0,11385,"['C#', 'Javascript']",New York,2,Job 436,Part Time
577,1228,"['Health insurance', 'Flexible and remote working options']",0,,4,Los Angeles,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,create job by lta 720 419 desc,,33.967,-118.172,Construction / Facilities,Demolitions,,1234.0,0.0,,1.0,90096,"['C#', 'Sleep']",California,1,create job by lta 720 419,Part Time
578,2044,['Life insurance'],0,,221,Huntington Park,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,Decsc,,33.977,-118.217,Emergency Services / Enforcement,Parking Enforcement,,1000.0,2.0,,1.0,90255,['Sleep'],California,1,Job1700,PART_TIME
579,433,"['Flexible and remote working options', 'Retirement benefit or accounts']",0,,5,Pacoima,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,desc,,34.2556,-118.421,Construction / Facilities,Finish Carpenter,,2000.0,0.0,,1.0,91331,"['Javascript', 'C#']",California,1,Job 338,Part Time
580,1916,"['Life insurance', 'Paid time off (PTO) such as sick day and vacation days']",0,,1,Penryn,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,desc,,38.8558,-121.182,Construction / Facilities,Demolitions,,3000.0,0.0,,1.0,95663,"['Php', 'aa']",California,1,shipper,FULL_TIME
581,2017,"['Health insurance', 'Flexible and remote working options']",0,,9,East Elmhurst,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,ADesc,,40.7634,-73.8724,Education / Higher Education,Enrollment / General,,1000.0,4.0,,1.0,11369,['C#'],New York,1,Job 1446,PART_TIME
582,2007,"['Health insurance', 'Flexible and remote working options']",0,,9,Corona,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,ADesc,,40.7496,-73.8526,Education / Higher Education,Enrollment / General,,1000.0,4.0,,1.0,11368,['C#'],New York,1,Job 1446,PART_TIME
583,2023,"['Health insurance', 'Flexible and remote working options']",0,,9,Maspeth,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,ADesc,,40.7247,-73.9095,Education / Higher Education,Enrollment / General,,1000.0,4.0,,1.0,11378,['C#'],New York,1,Job 1446,PART_TIME
584,1258,['Life insurance'],0,,53,Bayonne,,FPT - managed,123,,40.6646,-74.1087,Construction / Facilities,HAZMAT,,123.0,0.0,,1.0,7002,['Php'],New Jersey,1,Who is your daddy,Full Time
585,1073,"['Employee assistance programs(mental and emotional wellbing)', 'Paid time off (PTO) such as sick day and vacation days', 'Flexible and remote working options']",0,,48,Toms River,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_33_1658591981306.jpg,managedclient23,"Develop Apex (classes and triggers), Lightning Components, and Visualforce to extend Salesforce in order to support business requirements,",,39.9794,-74.1556,Construction / Facilities,Foreman,,1000.0,0.0,,1.0,8753,['Javascript'],New Jersey,1,Junior Salesforce Developer (JavaScript),Full Time
586,408,"['Health insurance', 'Paid time off (PTO) such as sick day and vacation days']",0,,57,Katy,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_33_1658591981306.jpg,managedclient23,Desc,,29.7433,-95.8286,Capital Markets,Trader,,2000.0,0.0,,1.0,77494,['Javascript'],Texas,2,Job 935,Part Time
587,640,['Health insurance'],0,,103,Tomball,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_33_1658591981306.jpg,managedclient23,Desc,,30.0954,-95.5894,Education / Higher Education,Teacher - Elementary / Primary,,2000.0,0.0,,1.0,77375,['C#'],Texas,2,Job 957,Part Time
588,974,"['Flexible and remote working options', 'Paid time off (PTO) such as sick day and vacation days', 'Employee assistance programs(mental and emotional wellbing)']",0,,57,Corona,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_33_1658591981306.jpg,managedclient23,qqweqwe,,40.7496,-73.8526,Construction / Facilities,Demolitions,,1000.0,0.0,,1.0,11368,"['Javascript', 'C#']",New York,2,FE 0002,Full Time
589,1200,['Retirement benefit or accounts'],0,,1,Flushing,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,create job bt lta 720 348,,40.7304,-73.8262,Construction / Facilities,Line Worker,,12344.0,0.0,,1.0,11367,"['C#', 'Sleep']",New York,1,create job bt lta 720 350,Full Time
590,1533,"['Health insurance', 'Life insurance']",0,,222,College Station,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,"excellent communicator, great at number and analytical skills",94d21a2757ece4af499b705f1b02c08d7caa80b0,30.5625,-96.2756,Finance,Financial Advisor,,2000.0,0.0,,1.0,77845,['mySql'],Texas,1,Data Analyst,FULL_TIME
591,484,"['Life insurance', 'More pay', 'SOS', 'Nha']",0,,55,Staten Island,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,Desc,,40.5991,-74.1657,Education / Higher Education,Teacher - Preschool,,2000.0,2.0,,1.0,10314,"['Javascript', 'C#', 'Php', 'aa', 'bb']",New York,1,Job 1136_update,Full Time
592,1354,['Eat'],0,,12,Ponce,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,desc,,17.9867,-66.609,Construction / Facilities,Masonry - Finishing,,2000.0,0.0,,1.0,734,['Sleep'],Puerto Rico,2,Job 1631,Part Time
593,1311,"['Health insurance', 'Life insurance', 'PHP']",0,,193,Bell Gardens,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_194_1658821820952.png,NVM,Job 1118,,33.9707,-118.171,Construction / Facilities,Foreman,,4444.0,2.0,,1.0,90201,"['mySql', 'Javascript']",California,1,Job 1118,Full Time
594,1530,"['Health insurance', 'Life insurance']",0,,222,Pearland,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,"excellent communicator, great at number and analytical skills",700021a879721bc97b85d800ff96e8c72b3e9869,29.546,-95.3508,Finance,Financial Advisor,,2000.0,0.0,,1.0,77584,['mySql'],Texas,1,Data Analyst,FULL_TIME
595,578,"['PHP', 'Retirement benefit or accounts']",0,,48,Missouri City,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_33_1658591981306.jpg,managedclient23,123,,29.5257,-95.533,Government,City Official - Non Elected,,1000.0,0.0,,1.0,77459,['Php'],Texas,1,Java BE,Full Time
596,1005,"['Health insurance', 'SOS']",0,,131,Dix,,FPT,Desc,,38.4468,-88.9633,Construction / Facilities,Demolitions,,2000.0,0.0,,1.0,62830,['Sleep'],Illinois,1,Job1335157,Part Time
597,2028,"['Health insurance', 'Flexible and remote working options']",0,,9,Howard Beach,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,ADesc,,40.6581,-73.8449,Education / Higher Education,Enrollment / General,,1000.0,4.0,,1.0,11414,['C#'],New York,1,Job 1446,PART_TIME
598,385,"['Health insurance', 'Paid time off (PTO) such as sick day and vacation days']",0,,57,Corona,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_33_1658591981306.jpg,managedclient23,Desc,,40.7496,-73.8526,Capital Markets,Trader,,2000.0,0.0,,1.0,11368,['Javascript'],New York,2,Job 935,Part Time
599,421,"['Health insurance', 'Paid time off (PTO) such as sick day and vacation days']",0,,57,Bronx,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_33_1658591981306.jpg,managedclient23,Desc,,40.8808,-73.8739,Capital Markets,Trader,,2000.0,0.0,,1.0,10467,['Javascript'],New York,2,Job 935,Part Time
600,262,"['Health insurance', 'Life insurance', 'Paid time off (PTO) such as sick day and vacation days']",0,,93,Anthony,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_33_1658591981306.jpg,managedclient23,Description,,31.977,-106.598,Capital Markets,Trader,,2000.0,0.0,,1.0,79821,"['Javascript', 'C#']",Texas,2,Job 1130,Full Time
601,1527,"['Health insurance', 'Life insurance']",0,,222,Katy,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,"excellent communicator, great at number and analytical skills",601800a53111c9bfeef6bd826664a0bff0958d79,29.8356,-95.7381,Finance,Financial Advisor,,2000.0,0.0,,1.0,77449,['mySql'],Texas,1,Data Analyst,FULL_TIME
602,597,['Retirement benefit or accounts'],0,,58,Franklin,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_33_1658591981306.jpg,managedclient23,PHP Full Stack,,35.8876,-86.9588,Fitness / Recreational,Facilities Management,,12000.0,0.0,,1.0,37064,"['Javascript', 'Php']",Tennessee,2,PHP Full Stack,Full Time
603,2060,['Life insurance'],0,,221,Garden Grove,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,Decsc,,33.7831,-118.026,Emergency Services / Enforcement,Parking Enforcement,,1000.0,2.0,,1.0,92845,['Sleep'],California,1,Job1700,PART_TIME
604,1923,"['Flexible and remote working options', 'Retirement benefit or accounts']",0,,1,Bell Gardens,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,dessc,,33.9707,-118.171,Capital Markets,Trader,,600.0,0.0,,1.0,90201,"['Php', 'bb']",California,1,crypto digger,FULL_TIME
605,1148,"['Life insurance', 'Health insurance']",0,,63,La Puente,,Gotoro 6,Desc,,34.0289,-117.937,Education / Higher Education,Teacher - Preschool,,2000.0,2.0,,1.0,91744,['mySql'],California,1,Job2252187,Part Time
606,579,"['PHP', 'Retirement benefit or accounts']",0,,48,Humble,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_33_1658591981306.jpg,managedclient23,123,,29.9482,-95.2599,Government,City Official - Non Elected,,1000.0,0.0,,1.0,77396,['Php'],Texas,1,Java BE,Full Time
607,1955,['Employee assistance programs(mental and emotional wellbing)'],0,,1,Elmhurst,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,test,,40.7389,-73.8786,Education / Higher Education,Teaching Assistant,,3303.0,2.0,,1.0,11373,['Javascript'],New York,1,hackerr,FULL_TIME
608,491,"['Employee assistance programs(mental and emotional wellbing)', 'Paid time off (PTO) such as sick day and vacation days']",0,,62,Spring,,Publisher Company,Desc,,30.0215,-95.5693,Construction / Facilities,Demolitions,,2000.0,0.0,,1.0,77391,"['C#', 'Javascript', 'Php']",Texas,1,Job 214,Part Time
609,1001,"['Health insurance', 'SOS']",0,,131,Texico,,FPT,Desc,,38.4581,-88.8292,Construction / Facilities,Demolitions,,2000.0,0.0,,1.0,62889,['Sleep'],Illinois,1,Job1335157,Part Time
610,702,"['Paid time off (PTO) such as sick day and vacation days', 'Life insurance']",0,,79,Barker,,Publisher Company,This is job description,,29.7706,-95.7023,Construction / Facilities,Line Worker,,2000.0,0.0,,1.0,77413,"['Javascript', 'mySql']",Texas,1,Job 0000,Part Time
